Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,15.22,0.091984231,0,-0.05319173,1.350565668,2129.187593,10.91482467,1.030966159,1.324445579
ARKR,Ark Restaurants Corp.,Consumer Cyclical,15.94,0,,,0,56.611803,0,N/A,1.390681523
ARL,American Realty Investors Inc.,Real Estate,11.4,0,,,0,184.13329,N/A,0,1.051167309
ARLO,Arlo Technologies Inc,Industrials,6.63,0,,,0,550.033843,0,N/A,1.830816151
ARMK,Aramark,Consumer Cyclical,32.12,0.01364505,0,0.013237121,0.438279018,8198.362954,N/A,N/A,1.359812186
ARMP,Armata Pharmaceuticals Inc,Healthcare,3.85,0,,,0,96.01063,0,N/A,0.219345852
ARNA,Arena Pharmaceuticals Inc,Healthcare,61.05,0,,,0,3728.593097,N/A,0,1.087981796
ARNC,Arconic Corporation,Industrials,32.21,0,,,0,3523.035264,0,N/A,1.670967205
AROC,Archrock Inc,Energy,7.9,0.071632747,0,0.038573773,0.565898702,1216.92409,35.06379559,2.469017024,1.307059536
AROW,Arrow Financial Corp.,Financial Services,34.45,0.030188679,-1,-1,1.002423532,536.573736,10.71005461,0.315227526,0.803375003
ARPO,Aerpio Pharmaceuticals Inc,Healthcare,2.2,0,,,0,104.853082,0,N/A,
ARR,ARMOUR Residential REIT Inc,Real Estate,10.8,0.111111111,0,-0.100688358,1.144167737,769.435481,5.836573472,0.589777184,0.747189622
ARTNA,Artesian Resources Corp.,Utilities,37.97,0.027390045,0.045673077,0.02713356,1.026288078,323.492288,19.15515677,0.570160043,0.636317605
ARTW,Art`s-way Manufacturing Co. Inc.,Industrials,3.4,0,,,0,15.398505,0,N/A,0.401137305
ARVN,Arvinas Inc,Healthcare,96.48,0,,,0,4746.420239,0,N/A,0.917554173
ARW,Arrow Electronics Inc.,Technology,113.23,0,,,0,8132.099339,9.577395337,0,1.234670017
ARWR,Arrowhead Pharmaceuticals Inc.,Healthcare,64.93,0,,,0,6769.553492,N/A,0,1.148043053
ASB,Associated Banc-Corp.,Financial Services,20.28,0.036016422,0.111111111,0.107566343,0.730413029,3102.177331,11.27888123,0.405785016,1.096740279
ASGN,ASGN Inc,Industrials,110.18,0,,,0,5828.522,26.42122393,0,1.435678963
ASH,Ashland Global Holdings Inc,Basic Materials,90.22,0.012685356,0.090909091,-0.05111992,1.144472855,5479.463703,30.10694342,0.386646235,1.043203925
ASIX,AdvanSix Inc,Basic Materials,36.1,0,,,0,1015.080991,10.32278755,0,1.451255671
ASMB,Assembly Biosciences Inc,Healthcare,3.23,0,,,0,145.258297,0,N/A,0.725449572
ASPN,Aspen Aerogels Inc.,Industrials,44.37,0,,,0,1461.718669,0,N/A,1.549266391
ASPS,Altisource Portfolio Solutions S.A.,Financial Services,10.31,0,,,0,163.897369,N/A,0,0.94647408
ASPU,Aspen Group Inc,Consumer Defensive,5.77,0,,,0,143.85513,0,N/A,1.209462473
ASRT,Assertio Holdings Inc,Healthcare,0.93,0,,,0,41.379467,N/A,0,1.471918858
ASRV,Ameriserv Financial Inc,Financial Services,4,0.018633012,,,0.074532049,68.3,0,N/A,0.368304369
ASTC,Astrotech Corp,Industrials,1.06,0,,,0,52.456742,N/A,0,0.607233565
ASTE,Astec Industries Inc.,Industrials,55.42,0.007919033,0,0.019244876,0.438872788,1261.24049,36.34908324,0.29064423,1.218291954
ASUR,Asure Software Inc,Technology,8.56,0,,,0,164.082814,N/A,0,0.728013807
ASYS,Amtech Systems Inc.,Technology,12.5,0,,,0,178.168475,N/A,0,1.433804048
ATEC,Alphatec Holdings Inc,Healthcare,14.3,0,,,0,1431.675617,N/A,0,1.15027026
ATEN,A10 Networks Inc,Technology,13.82,0,,,0,1061.499095,45.02074369,0,0.999265648
ATEX,Anterix Inc,Communication Services,55.25,0,,,0,1000.932758,0,N/A,0.668281504
ATGE,Adtalem Global Education Inc,Consumer Defensive,39.66,0,,,0,1967.953313,25.58807569,0,1.001179371
ATH,Athene Holding Ltd,Financial Services,70.05,0,,,0,13447.49857,3.687276822,0,1.271202455
ATHX,Athersys Inc,Healthcare,1.47,0,,,0,332.594987,0,N/A,1.203530338
ATI,Allegheny Technologies Inc,Industrials,16.76,0,,,0,2132.636792,N/A,0,1.897849042
ATKR,Atkore Inc,Industrials,87.36,0,,,0,4027.53327,9.273214549,0,1.530173725
ATLC,Atlanticus Holdings Corp,Financial Services,49.3,0,,,0,815.617869,6.397956314,0,1.83126433
ATLO,Ames National Corp.,Financial Services,23.4,0.042906565,0.04,0.043640227,1.004013631,213.47228,9.375202369,0.401605452,0.530638958
ATNI,ATN International Inc,Communication Services,46.01,0.014698433,0,-0.129449437,0.67627489,729.905953,N/A,N/A,0.676545297
ATNM,Actinium Pharmaceuticals Inc,Healthcare,7.83,0,,,0,167.024189,0,N/A,0.731200107
ATNX,Athenex Inc,Healthcare,3.5,0,,,0,382.57709,N/A,0,0.2382372
ATO,Atmos Energy Corp.,Utilities,89.09,0.028061511,0.086956522,0.067907166,2.476107526,11652.15353,17.09584747,0.464560512,0.400961735
ATOS,Atossa Therapeutics Inc,Healthcare,3.58,0,,,0,453.311256,0,N/A,2.17409785
ATR,Aptargroup Inc.,Consumer Cyclical,121.23,0.012373175,0.055555556,0.034967527,1.474051345,7996.270064,31.21397033,0.387908249,0.693645486
ATRA,Atara Biotherapeutics Inc,Healthcare,16.08,0,,,0,1362.90142,0,N/A,1.167320256
ATRC,Atricure Inc,Healthcare,76.71,0,,,0,3519.642663,0,N/A,0.874370949
ATRI,Atrion Corp.,Healthcare,728.98,0.009838626,0.114285714,0.131798366,7.172161709,1332.459532,42.62233805,0.420161787,0.691563729
ATRO,Astronics Corp.,Industrials,12.61,0,,,0,309.524001,N/A,0,1.929950765
ATRS,Antares Pharma Inc,Healthcare,3.74,0,,,0,635.678966,9.84099336,0,1.160700434
ATSG,Air Transport Services Group Inc,Industrials,25.81,0,,,0,1915.174655,15.72909539,0,0.823218845
ATUS,Altice USA Inc,Communication Services,25.65,0,,,0,11725.3431,14.65906097,0,0.914343645
ATVI,Activision Blizzard Inc,Communication Services,79.56,0.005907491,,,0.469999999,61874.48388,23.73397924,0.141141141,0.870582888
AUB,Atlantic Union Bankshares Corp,Financial Services,34.15,0.030722808,0.12,0.069610376,1.049183878,2626.304486,10.48797571,0.329932037,1.257573427
AUBN,Auburn National Bancorp Inc.,Financial Services,34.15,0.029995828,0.019607843,0.029338379,1.024357537,121.790033,0,N/A,
AUMN,Golden Minerals Co,Basic Materials,0.4798,0,,,0,78.113653,N/A,0,0.988676292
AUTO,AutoWeb Inc,Communication Services,2.72,0,,,0,36.627169,N/A,0,2.665025907
AVA,Avista Corp.,Utilities,39.92,0.041288687,0.043209877,0.042877331,1.648244389,2781.138177,19.08785176,0.781158478,0.571438453
AVAV,AeroVironment Inc.,Industrials,86.25,0,,,0,2139.987045,N/A,0,1.308151859
AVB,Avalonbay Communities Inc.,Real Estate,219.89,0.028923553,0,0.033267266,6.281677929,30700.33024,28.51486541,0.815802328,0.843153612
AVD,American Vanguard Corp.,Basic Materials,15.07,0.003977005,,,0.059933462,465.334489,24.4270073,0.09531403,0.931008195
AVEO,AVEO Pharmaceuticals Inc,Healthcare,6.89,0,,,0,236.836826,N/A,0,1.100218901
AVGO,Broadcom Inc,Technology,506,0.028458498,,,13.88908471,208277.8417,36.07792166,1.028821089,1.415355576
AVGR,Avinger Inc,Healthcare,0.8646,0,,,0,82.442206,0,N/A,1.228553046
AVID,"Avid Technology, Inc.",Communication Services,26.92,0,,,0,1227.667002,46.37780976,0,2.037074849
AVLR,Avalara Inc,Technology,189.57,0,,,0,16362.96564,N/A,0,1.129637575
AVNS,Avanos Medical Inc,Healthcare,32.92,0,,,0,1584.211892,660.0882885,0,1.07064716
AVNW,Aviat Networks Inc,Technology,34.34,0,,,0,383.413689,3.481180046,0,2.021523939
AVRO,AvroBio Inc,Healthcare,6.18,0,,,0,269.590548,0,N/A,1.569129029
AVT,Avnet Inc.,Technology,37.04,0.023566473,0.142857143,0.059223841,0.872902178,3685.614937,19.08517734,0.452280921,1.364671731
AVTR,Avantor Inc.,Basic Materials,42.81,0,,,0,25008.02698,93.80355205,0,0.993421505
AVXL,Anavex Life Sciences Corporation,Healthcare,17.63,0,,,0,1334.721145,0,N/A,1.536107905
AVY,Avery Dennison Corp.,Industrials,214.68,0.00920486,,,1.976099407,17793.32072,24.19872259,0.225839932,0.96650221
AVYA,Avaya Holdings Corp.,Technology,19.44,0,,,0,1637.087579,0,N/A,1.171519453
AWI,Armstrong World Industries Inc.,Industrials,100.35,0.008345144,,,0.837435165,4776.969881,5.237905571,0.044006052,1.068247923
AWK,American Water Works Co. Inc.,Utilities,178.04,0.013536284,0.095454545,0.099474488,2.293065358,32313.49799,43.1421869,0.559284234,0.604341942
AWR,American States Water Co.,Utilities,86.67,0.016845506,0.089552239,0.085664156,1.361670193,3200.876593,34.71290091,0.546855499,0.586758826
AWRE,Aware Inc.,Technology,4.2,0,,,0,90.423829,0,N/A,0.553265886
AX,Axos Financial Inc.,Financial Services,45.74,0,,,0,2714.912886,12.59715145,0,1.221982561
AXAS,Abraxas Petroleum Corp.,Energy,1.685,0,,,0,14.190918,N/A,0,
AXDX,Accelerate Diagnostics Inc,Healthcare,6.05,0,,,0,372.067105,0,N/A,0.603116359
AXGN,Axogen Inc.,Healthcare,16.53,0,,,0,684.293286,0,N/A,1.693694972
AXL,American Axle & Manufacturing Holdings Inc,Consumer Cyclical,8.64,0,,,0,985.366322,4.792637753,0,1.55658431
AXNX,Axonics Inc,Healthcare,72.44,0,,,0,3341.984122,0,N/A,0.686137043
AXP,American Express Co.,Financial Services,163.92,0.010492923,0,0.06087373,1.712578602,130223.4698,18.81842049,0.199137047,1.214016601
AXR,AMREP Corp.,Real Estate,15.51,0,,,0,113.787099,13.48827628,0,
AXS,Axis Capital Holdings Ltd,Financial Services,45.99,0.03652968,0.024390244,0.037137289,1.649494425,3898.55395,14.66250179,0.525316696,0.728664998
AXSM,Axsome Therapeutics Inc,Healthcare,29.72,0,,,0,1119.907495,0,N/A,1.243908053
AXTA,Axalta Coating Systems Ltd,Basic Materials,28.57,0,,,0,6575.697427,22.38154332,0,0.980727955
AXTI,AXT Inc,Technology,7.92,0,,,0,336.652391,31.49816531,0,1.665053162
AYI,"Acuity Brands, Inc.",Industrials,169.74,0.00306055,0,0,0.51949782,6061.097986,21.5008797,0.068898915,1.03234478
AYX,Alteryx Inc,Technology,71.69,0,,,0,4264.244507,N/A,0,0.945180956
AZO,Autozone Inc.,Consumer Cyclical,1592.88,0,,,0,34318.20457,16.14975092,0,0.587925188
AZPN,Aspen Technology Inc.,Technology,127,0,,,0,8518.765284,26.63754025,0,0.901121163
AZZ,AZZ Inc,Industrials,51.74,0.013077387,0,0,0.676623993,1297.203653,22.99598746,0.308960727,0.980593286
B,Barnes Group Inc.,Industrials,43.31,0.014705884,0,0.042402216,0.636911854,2190.417239,28.46620106,0.42179593,1.485049644
BA,Boeing Co.,Industrials,213.36,0,,,0,125061.3702,N/A,0,1.658102834
BAC,Bank Of America Corp.,Financial Services,40.5,0.020740741,0.166666667,0.228659679,0.744864361,340803.6072,13.02168757,0.249118515,0.987382295
BAH,Booz Allen Hamilton Holding Corp,Industrials,79.93,0.018516202,0.193548387,0.197904215,1.411032456,10805.38637,18.89942362,0.340829096,0.776807996
BANC,Banc of California Inc,Financial Services,17.85,0.013379082,0,-0.143274725,0.238816618,898.122322,16.13151902,0.217106017,1.267686528
BAND,Bandwidth Inc,Technology,103.31,0,,,0,2391.142803,N/A,0,0.318753695
BANF,Bancfirst Corp.,Financial Services,56.64,0.024011299,0.0625,-0.021999529,1.349268561,1856.914816,12.63551181,0.30595659,0.998745877
BANR,Banner Corp.,Financial Services,52.5,0.030879786,0,0.103999228,1.621188761,1813.965195,10.26335107,0.324237752,1.337358272
BASI,Bioanalytical Systems Inc.,Healthcare,16.44,0,,,0,182.997849,0,N/A,0.213249063
BATRA,Liberty Media Corp.,Communication Services,26.48,0,,,0,28433.41406,0,N/A,1.170960053
BATRK,Liberty Media Corp.,Communication Services,25.96,0,,,0,28433.41406,0,N/A,1.128612084
BAX,Baxter International Inc.,Healthcare,83.61,0.012495958,0.142857143,0.165850695,1.044787043,41797.49642,37.31919323,0.479260111,0.361723713
BBBY,"Bed, Bath & Beyond Inc.",Consumer Cyclical,24.14,0,,,0,2522.95688,25.06813004,0,0.068973682
BBCP,Concrete Pumping Holdings Inc,Industrials,8,0,,,0,452.751552,0,N/A,1.117056114
BBGI,Beasley Broadcast Group Inc,Communication Services,2.52,0,,,0,31.75733,N/A,0,1.353689784
BBSI,Barrett Business Services Inc.,Industrials,73.81,0.016158789,0,0.063995313,1.192680227,557.871111,14.60472043,0.240459723,1.111697594
BBW,Build A Bear Workshop Inc,Consumer Cyclical,17.79,0,,,0,286.123899,9.750345867,0,0.045733902
BBY,Best Buy Co. Inc.,Consumer Cyclical,109.62,0.025542784,0.272727273,0.201124434,2.626712328,26962.5978,10.63193919,0.269130361,0.936460721
BC,Brunswick Corp.,Consumer Cyclical,97.43,0.009618623,,,0.937142421,7550.757481,12.98050108,0.127329133,1.006615175
BCBP,BCB Bancorp Inc (NJ),Financial Services,14.4,0.039666547,0.142857143,0.027066087,0.571198277,244.83937,0,N/A,1.135026263
BCC,Boise Cascade Co,Basic Materials,54.16,0.007177964,0,0.073940924,0.388758544,2130.156507,3.666961908,0.02648219,1.406662544
BCEI,Bonanza Creek Energy Inc,Energy,43.52,0.016020821,,,0.697226141,1342.543562,34.92478245,0.425137891,1.301353792
BCLI,"Brainstorm Cell Therapeutics, Inc.",Healthcare,3.53,0,,,0,128.20452,0,N/A,1.932260691
BCO,Brink`s Co.,Industrials,71.84,0.009710093,0.333333333,0.148698355,0.697573053,3577.072007,94.38184716,0.928982625,1.296766316
BCOR,Blucora Inc,Financial Services,15.07,0,,,0,733.473869,N/A,0,1.166203013
BCOV,Brightcove Inc,Technology,11.31,0,,,0,461.588493,49.44708011,0,1.068440757
BCPC,Balchem Corp.,Basic Materials,140.02,0.004142265,,,0.579999983,4532.522311,50.43308606,0.210144921,0.609101239
BCRX,Biocryst Pharmaceuticals Inc.,Healthcare,15.7,0,,,0,2808.25787,N/A,0,1.836003463
BDC,Belden Inc,Industrials,57.95,0.003446412,0,0,0.199719602,2599.257485,26.97388478,0.093326917,1.329133798
BDGE,"Bridge Bancorp, Inc.",Financial Services,24.43,0.02910878,,,0.711127497,482.72974,10.42950718,0.300053796,1.295065826
BDL,"Flanigan`s Enterprises, Inc.",Consumer Cyclical,25.53,0,,,0,47.451258,0,N/A,
BDN,Brandywine Realty Trust,Real Estate,13.28,0.056580636,0,0.034967527,0.751390847,2269.548773,7.569275216,0.429366198,1.086924351
BDSI,Biodelivery Sciences International,Healthcare,3.99,0,,,0,393.404209,0,N/A,0.972293404
BDX,"Becton, Dickinson And Co.",Healthcare,261.95,0.012674174,0.050632911,0.026008707,3.303470491,75229.46765,40.31589906,0.519413599,0.324648016
BE,Bloom Energy Corp,Industrials,19.57,0,,,0,2853.694347,N/A,0,2.786670331
BEAT,BioTelemetry Inc,Healthcare,71.96,0,,,0,2469.01294,0,0,
BECN,Beacon Roofing Supply Inc,Industrials,50.45,0,,,0,3533.251725,N/A,0,1.452055834
BELFA,Bel Fuse Inc.,Technology,14.6,0.012232683,0,0,0.178597168,158.764579,0,N/A,
BELFB,Bel Fuse Inc.,Technology,12.41,0.022409829,0,0,0.278105983,158.764579,7.182292627,0.153649714,1.515406931
BEN,"Franklin Resources, Inc.",Financial Services,31.33,0.035748484,0.037037037,0.069610376,1.09479322,15754.42159,13.25683405,0.452393892,1.361763971
BERY,Berry Global Group Inc,Consumer Cyclical,61.05,0,,,0,8260.065,11.80009286,0,0.710999334
BFAM,"Bright Horizons Family Solutions, Inc.",Consumer Cyclical,144.51,0,,,0,8751.614763,402.7063668,0,0.83214087
BFIN,Bankfinancial Corp,Financial Services,11.59,0.034033585,0,0.107566343,0.394449251,160.27257,20.57942604,0.744243871,0.650466977
BFS,"Saul Centers, Inc.",Real Estate,43.48,0.048267016,0.037735849,0.031936482,2.098649871,1026.128,33.53030749,1.614346055,1.165768012
BFST,Business First Bancshares Inc.,Financial Services,22.82,0.014827909,,,0.338372874,468.18637,0,N/A,1.036924886
BG,Bunge Ltd.,Consumer Defensive,80.58,0.024896427,0.05,0.045639553,2.006154048,11419.54933,5.732705488,0.15361057,0.804620814
BGCP,BGC Partners Inc,Financial Services,5.08,0.007851248,0,-0.425650823,0.039884342,1725.664931,25.46918944,0.327189021,1.355900593
BGFV,Big 5 Sporting Goods Corp,Consumer Cyclical,24.98,0.02661684,1.5,0.107566343,0.664888665,560.058345,5.197082,0.137373691,1.729656307
BGS,"B&G Foods, Inc",Consumer Defensive,30,0.063333333,0,0.024917394,1.858712748,1944.75234,17.61327676,1.09336044,0.218406628
BGSF,BGSF Inc,Industrials,13.01,0.031911843,1.4,-0.136528023,0.415173077,134.566853,0,N/A,1.283272625
BH,Biglari Holdings Inc.,Consumer Cyclical,157.81,0,,,0,482.489594,4.451011011,0,1.407623862
BHB,Bar Harbor Bankshares Inc,Financial Services,26.64,0.034118798,0.090909091,-0.030359734,0.908924781,399.129138,0,N/A,1.274091708
BHE,Benchmark Electronics Inc.,Technology,27.06,0.023636914,,,0.639614892,962.851815,33.32128376,0.810870806,1.24896994
BHF,Brighthouse Financial Inc,Financial Services,44.24,0,,,0,3676.795956,N/A,0,1.372706028
BHLB,Berkshire Hills Bancorp Inc.,Financial Services,24.71,0.024049504,0,-0.097119549,0.594263255,1209.028572,17.06630962,0.424473754,1.140932203
BHR,Braemar Hotels & Resorts Inc,Real Estate,4.93,0,,,0,293.479912,N/A,0,1.441019935
BHVN,Biohaven Pharmaceutical Holding Company Ltd,Healthcare,135,0,,,0,8829.16578,N/A,0,1.071882681
BIG,Big Lots Inc,Consumer Defensive,47.68,0.024964234,0,0.073940924,1.190294676,1552.284908,5.966517179,0.169075948,0.372898207
BIIB,Biogen Inc,Healthcare,300.19,0,,,0,44738.34925,23.32430491,0,
BIO,Bio-Rad Laboratories Inc.,Healthcare,788.35,0,,,0,23473.22126,5.802370082,0,0.715962665
BIOC,Biocept Inc,Healthcare,4.01,0,,,0,59.039062,0,N/A,0.577151485
BIOL,Biolase Inc,Healthcare,0.69,0,,,0,104.323575,N/A,0,1.336502782
BJ,BJ`s Wholesale Club Holdings Inc,Consumer Defensive,58.74,0,,,0,8020.590742,19.50319333,0,0.554176971
BJRI,BJ`s Restaurant Inc.,Consumer Cyclical,40.58,0,,,0,945.366776,N/A,0,1.170701541
BK,Bank Of New York Mellon Corp,Financial Services,51.15,0.026588465,0.096774194,0.123427533,1.257373824,44151.33363,12.89843226,0.324902797,0.916271589
BKD,Brookdale Senior Living Inc,Healthcare,6.62,0,,,0,1226.712652,N/A,0,1.001358731
BKE,"Buckle, Inc.",Consumer Cyclical,41.15,0.030280918,0.1,0.057096868,1.246059771,2048.586128,9.487313553,0.283840494,1.279543584
BKH,Black Hills Corporation,Utilities,65.4,0.034556575,0.056074766,0.061108593,2.232333942,4151.609658,17.67055974,0.595289051,0.755712655
BKI,Black Knight Inc,Technology,72.16,0,,,0,11302.42304,42.06335332,0,0.61661898
BKNG,Booking Holdings Inc,Consumer Cyclical,2325.37,0,,,0,95479.32247,230.6263828,0,1.578348323
BKSC,Bank Of South Carolina Corp.,Financial Services,20.61,0.032581102,0,0.025348576,0.671496508,114.080657,0,N/A,
BKTI,BK Technologies Corp,Technology,2.99,0.026534677,,,0.079338685,50.189306,0,N/A,
BKU,BankUnited Inc,Financial Services,40.14,0.022730708,0,0.018360881,0.912410634,3725.830203,10.73834595,0.241378475,1.397223504
BL,BlackLine Inc,Technology,122.89,0,,,0,7177.873653,N/A,0,1.14288909
BLBD,Blue Bird Corp,Consumer Cyclical,20.74,0,,,0,564.219982,0,N/A,1.401692717
BLCM,Bellicum Pharmaceuticals Inc,Healthcare,3.15,0,,,0,26.453079,0,N/A,0.954240961
BLD,TopBuild Corp,Industrials,225.44,0,,,0,7424.839122,25.51684018,0,1.542173086
BLDR,Builders Firstsource Inc,Industrials,52.82,0,,,0,10944.74959,12.21974563,0,1.43995343
BLFS,Biolife Solutions Inc,Healthcare,47.49,0,,,0,1932.833265,0,N/A,0.858930381
BLK,Blackrock Inc.,Financial Services,876.63,0.018844895,0.137741047,0.125182357,15.91120889,133419.3989,24.3066859,0.447069651,1.257744405
BLKB,Blackbaud Inc,Technology,69.58,0,,,0,3401.287142,N/A,0,0.746780952
BLL,Ball Corp.,Consumer Cyclical,92.36,0.0070188,0.333333333,0.089976987,0.64825634,30165.72768,34.6732502,0.248374077,0.665592515
BLMN,Bloomin Brands Inc,Consumer Cyclical,25.41,0,,,0,2267.189006,18.96293048,0,1.515460764
BLUE,Bluebird bio Inc,Healthcare,18.32,0,,,0,1238.039018,N/A,0,0.601466993
BMCH,BMC Stock Holdings Inc,Industrials,53.68,0,,,0,0,0,N/A,
BMI,Badger Meter Inc.,Industrials,102.65,0.007793473,0.111111111,0.1170341,0.738004009,2994.957049,53.76170477,0.388423163,1.083983738
BMRC,Bank of Marin Bancorp,Financial Services,35.72,0.025776609,0.043478261,-0.023281316,0.920740491,465.128016,13.74491772,0.366828881,0.926736928
BMRN,Biomarin Pharmaceutical Inc.,Healthcare,77.76,0,,,0,14257.47135,17.02966189,0,0.85431948
BMTC,Bryn Mawr Bank Corp.,Financial Services,39.78,0.027120838,0.037037037,0.059223841,1.078866921,790.752449,11.7801217,0.322049827,1.11938602
BMY,Bristol-Myers Squibb Co.,Healthcare,61.31,0.031968684,0.088888889,0.052161719,1.898785049,136237.7819,N/A,N/A,0.645289335
BNED,Barnes & Noble Education Inc,Consumer Cyclical,10.94,0,,,0,564.36539,N/A,0,1.017588257
BNFT,Benefitfocus Inc,Technology,11.04,0,,,0,368.14302,N/A,0,1.123335764
BOCH,Bank of Commerce Holdings,Financial Services,13.25,0.021697026,0.2,0.148698355,0.287485595,223.850681,0,N/A,0.983568514
BOH,Bank of Hawaii Corp.,Financial Services,77.82,0.034423343,0.044776119,0.078378847,2.678824521,3149.99796,15.17076981,0.51615116,1.059688574
BOKF,BOK Financial Corp.,Financial Services,85.14,0.024215962,0.019607843,0.033975227,2.061747029,5881.339914,9.535864703,0.23165697,1.072019867
BOMN,Boston Omaha Corp,Communication Services,33.66,0,,,0,960.001881,0,N/A,1.538935786
BOOM,DMC Global Inc,Energy,39.38,0,,,0,737.393335,320.0491907,0,0.932725411
BOOT,Boot Barn Holdings Inc,Consumer Cyclical,91.38,0,,,0,2698.499923,26.84513607,0,1.645361296
BOTJ,Bank of James Financial Group Inc,Financial Services,13.67,0.014392427,0,0.031310306,0.196744471,64.804781,0,N/A,
BOX,Box Inc,Technology,22.92,0,,,0,3473.449722,N/A,0,0.913592495
BPFH,Boston Private Financial Holdings Inc,Financial Services,14.75,0,,,0.239999995,0,0,0.361772678,
BPMC,Blueprint Medicines Corp,Healthcare,106,0,,,0,6208.847286,18.25310165,0,1.047825378
BPOP,Popular Inc.,Financial Services,73.23,0.023020222,0.125,0.24573094,1.685770885,5907.563473,7.169703789,0.170624583,1.175649113
BPRN,Bank of Princeton,Financial Services,30,0.01919531,,,0.575859307,178.91706,0,N/A,
BPTH,Bio-Path Holdings Inc,Healthcare,5.5,0,,,0,38.280902,0,N/A,0.769596817
BR,"Broadridge Financial Solutions, Inc.",Technology,166.56,0.015369837,0.113043478,0.141650594,2.352198423,19348.99621,35.34708844,0.505849123,0.920105801
